strategy_id,strategy_type_buy,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,strategy_type_sell,SL_minus,SL_plus,SL_zero,SL_floating,start_date_time,end_date_time
"MIN-17-34-76-118-160-177-219-286-303-370-SL--0,009+0,005-0,009-0,03",MIN,17,34,76,118,160,177,219,286,303,370,SL,"-0,90%","0,50%",9,3%,1/1/2018 0:00,12/31/2018 23:59
